rs_id 	 so_term 	 ensembl_gene_ids 	 gene_symbols 	 distance 	 is_regulatory
rs3786800 	 intron_variant 	 ENSG00000198597 	 ZNF536 	 0 	 
rs3786897 	 intron_variant 	 ENSG00000124299 	 PEPD 	 0 	 
rs3788013 	 intron_variant 	 ENSG00000160185 	 UBASH3A 	 0 	 
rs3788317 	 intron_variant 	 ENSG00000184470 	 TXNRD2 	 0 	 
rs3788483 	 intron_variant 	 ENSG00000185666 	 SYN3 	 0 	 
rs3788556 	 intron_variant 	 ENSG00000100346 	 CACNA1I 	 0 	 
rs3788848 	 3_prime_UTR_variant 	 ENSG00000102034 	 ELF4 	 0 	 
rs3789044 	 missense_variant 	 ENSG00000170382 	 LRRN2 	 0 	 
rs3789080 	 intron_variant 	 ENSG00000153093 	 ACOXL 	 0 	 
rs3789119 	 intron_variant 	 ENSG00000153093 	 ACOXL 	 0 	 
rs3790022 	 nearest_gene_five_prime_end 	 ENSG00000136104 	 RNASEH2B 	 -92355 	 
rs3790160 	 intron_variant 	 ENSG00000101384 	 JAG1 	 0 	 
rs3790268 	 intron_variant 	 ENSG00000185052 	 SLC24A3 	 0 	 
rs3790455 	 intron_variant 	 ENSG00000116604 	 MEF2D 	 0 	 
rs3790515 	 nearest_gene_five_prime_end 	 ENSG00000213171 	 LINGO4 	 -7741 	 
rs3790567 	 intron_variant 	 ENSG00000081985 	 IL12RB2 	 0 	 
rs3790645 	 intron_variant 	 ENSG00000117676 	 RPS6KA1 	 0 	 
rs3790672 	 nearest_gene_five_prime_end 	 ENSG00000143183 	 TMCO1 	 -76399 	 
rs3790844 	 intron_variant 	 ENSG00000116833 	 NR5A2 	 0 	 
rs379123 	 intron_variant 	 ENSG00000176658 	 MYO1D 	 0 	 
rs3791556 	 intron_variant 	 ENSG00000068024 	 HDAC4 	 0 	 
rs3791675 	 intron_variant 	 ENSG00000115380 	 EFEMP1 	 0 	 
rs3791679 	 intron_variant 	 ENSG00000115380 	 EFEMP1 	 0 	 
rs3791950 	 intron_variant 	 ENSG00000079308 	 TNS1 	 0 	 
rs3792109 	 nearest_gene_five_prime_end 	 ENSG00000130561 	 SAG 	 -32045 	 
rs3792366 	 intron_variant 	 ENSG00000065485 	 PDIA5 	 0 	 
rs3792615 	 intron_variant 	 ENSG00000145416 	 MARCH1 	 0 	 
rs3792752 	 intron_variant 	 ENSG00000113389 	 NPR3 	 0 	 
rs3793039 	 intron_variant 	 ENSG00000082293 	 COL19A1 	 0 	 
rs3793427 	 intron_variant 	 ENSG00000155975 	 VPS37A 	 0 	 
rs3793917 	 upstream_gene_variant 	 ENSG00000166033 	 HTRA1 	 0 	 
rs3793947 	 intron_variant 	 ENSG00000150672 	 DLG2 	 0 	 
rs3794087 	 intron_variant 	 ENSG00000110436 	 SLC1A2 	 0 	 
rs3794271 	 intron_variant 	 ENSG00000139155 	 SLCO1C1 	 0 	 
rs379440 	 intron_variant 	 ENSG00000129595 	 EPB41L4A 	 0 	 
rs3795578 	 intron_variant 	 ENSG00000143845 	 ETNK2 	 0 	 
rs3795958 	 missense_variant 	 ENSG00000157856 	 DRC1 	 0 	 
rs3796352 	 intron_variant 	 ENSG00000248592,ENSG00000213533 	 TMEM110-MUSTN1,TMEM110 	 0 	 
rs3796619 	 nearest_gene_five_prime_end 	 ENSG00000127418 	 FGFRL1 	 -91556 	 
rs3796804 	 3_prime_UTR_variant 	 ENSG00000138669 	 PRKG2 	 0 	 
rs379742 	 nearest_gene_five_prime_end 	 ENSG00000157502 	 MUM1L1 	 -82397 	 
rs3797535 	 intron_variant 	 ENSG00000132837 	 DMGDH 	 0 	 
rs3798220 	 missense_variant 	 ENSG00000198670 	 LPA 	 0 	 
rs3798305 	 intron_variant 	 ENSG00000026297,ENSG00000249141 	 RNASET2,RP11-514O12.4 	 0 	 
rs3798440 	 intron_variant 	 ENSG00000196586 	 MYO6 	 0 	 
rs3798696 	 intron_variant 	 ENSG00000137203 	 TFAP2A 	 0 	 
rs3798707 	 intron_variant 	 ENSG00000197977 	 ELOVL2 	 0 	 
rs3798713 	 intron_variant 	 ENSG00000197977 	 ELOVL2 	 0 	 
rs3798722 	 intron_variant 	 ENSG00000197977 	 ELOVL2 	 0 	 
rs3798943 	 intron_variant 	 ENSG00000026652 	 AGPAT4 	 0 	 
rs3799977 	 intron_variant 	 ENSG00000196284 	 SUPT3H 	 0 	 
rs3800131 	 intron_variant 	 ENSG00000112699 	 GMDS 	 0 	 
rs3800569 	 intron_variant 	 ENSG00000105929 	 ATP6V0A4 	 0 	 
rs3800993 	 intron_variant 	 ENSG00000257335 	 MGAM 	 0 	 
rs3801387 	 intron_variant 	 ENSG00000002745 	 WNT16 	 0 	 
rs3802177 	 3_prime_UTR_variant 	 ENSG00000164756 	 SLC30A8 	 0 	 
rs3802344 	 nearest_gene_five_prime_end 	 ENSG00000130711 	 PRDM12 	 -5702 	 
rs3802457 	 intron_variant 	 ENSG00000148120 	 C9orf3 	 0 	 
rs3802458 	 intron_variant 	 ENSG00000148120 	 C9orf3 	 0 	 
rs3802842 	 intron_variant 	 ENSG00000214290 	 COLCA2 	 0 	 
rs3803064 	 intron_variant 	 ENSG00000089169 	 RPH3A 	 0 	 
rs3803662 	 nearest_gene_five_prime_end 	 ENSG00000103460 	 TOX3 	 -4626 	 
rs3803800 	 missense_variant 	 ENSG00000248871,ENSG00000161955 	 TNFSF12-TNFSF13,TNFSF13 	 0 	 
rs380390 	 intron_variant 	 ENSG00000000971 	 CFH 	 0 	 
rs3803915 	 nearest_gene_five_prime_end 	 ENSG00000104885 	 DOT1L 	 -3619 	 
rs3804024 	 intron_variant 	 ENSG00000171587 	 DSCAM 	 0 	 
rs3804047 	 intron_variant 	 ENSG00000184470 	 TXNRD2 	 0 	 
rs3804795 	 intron_variant 	 ENSG00000091181 	 IL5RA 	 0 	 
rs3805148 	 intron_variant 	 ENSG00000134851,ENSG00000134852 	 TMEM165,CLOCK 	 0 	 
rs3805236 	 intron_variant 	 ENSG00000109458 	 GAB1 	 0 	 
rs3805322 	 intron_variant 	 ENSG00000198099 	 ADH4 	 0 	 
rs38055 	 nearest_gene_five_prime_end 	 ENSG00000164172 	 MOCS2 	 -154750 	 regulatory
rs3805663 	 intron_variant 	 ENSG00000069011 	 PITX1 	 0 	 
rs3806156 	 intron_variant 	 ENSG00000204290 	 BTNL2 	 0 	 
rs3806308 	 nearest_gene_five_prime_end 	 ENSG00000178828 	 RNF186 	 -1094 	 
rs3806624 	 upstream_gene_variant 	 ENSG00000163508 	 EOMES 	 0 	 
rs3806872 	 3_prime_UTR_variant 	 ENSG00000145536 	 ADAMTS16 	 0 	 
rs3806932 	 upstream_gene_variant 	 ENSG00000145777 	 TSLP 	 0 	 
rs3806933 	 5_prime_UTR_variant 	 ENSG00000145777 	 TSLP 	 0 	 
rs3807306 	 intron_variant 	 ENSG00000128604 	 IRF5 	 0 	 
rs3807375 	 intron_variant 	 ENSG00000055118 	 KCNH2 	 0 	 
rs380743 	 intron_variant 	 ENSG00000105538 	 RASIP1 	 0 	 
rs3807989 	 intron_variant 	 ENSG00000105974 	 CAV1 	 0 	 
rs380904 	 intron_variant 	 ENSG00000014164 	 ZC3H3 	 0 	 
rs3809128 	 5_prime_UTR_variant 	 ENSG00000257727 	 CNPY2 	 0 	 
rs3809346 	 intron_variant 	 ENSG00000134871 	 COL4A2 	 0 	 
rs3809566 	 upstream_gene_variant 	 ENSG00000140416 	 TPM1 	 0 	 
rs3810046 	 nearest_gene_five_prime_end 	 ENSG00000101680 	 LAMA1 	 -176151 	 
rs3810265 	 nearest_gene_five_prime_end 	 ENSG00000169169 	 CPT1C 	 -29110 	 
rs3810291 	 3_prime_UTR_variant 	 ENSG00000130749 	 ZC3H4 	 0 	 
rs3810936 	 synonymous_variant 	 ENSG00000181634 	 TNFSF15 	 0 	 
rs3811444 	 missense_variant 	 ENSG00000162722 	 TRIM58 	 0 	 
rs3811647 	 intron_variant 	 ENSG00000091513 	 TF 	 0 	 
rs3812111 	 intron_variant 	 ENSG00000178425,ENSG00000123500 	 NT5DC1,COL10A1 	 0 	 
rs3812163 	 upstream_gene_variant 	 ENSG00000153162 	 BMP6 	 0 	 
rs3812316 	 missense_variant 	 ENSG00000009950 	 MLXIPL 	 0 	 
rs3812570 	 synonymous_variant 	 ENSG00000165684 	 SNAPC4 	 0 	 
rs3812762 	 missense_variant 	 ENSG00000166444 	 ST5 	 0 	 
rs3813009 	 intron_variant 	 ENSG00000197943 	 PLCG2 	 0 	 
rs3813230 	 3_prime_UTR_variant 	 ENSG00000124356 	 STAMBP 	 0 	 
rs3813359 	 synonymous_variant 	 ENSG00000164484 	 TMEM200A 	 0 	 
rs3813579 	 nearest_gene_five_prime_end 	 ENSG00000178573 	 MAF 	 -114664 	 
rs3813582 	 nearest_gene_five_prime_end 	 ENSG00000178573 	 MAF 	 -114741 	 
rs381365 	 nearest_gene_five_prime_end 	 ENSG00000221870 	 TMEM257 	 -839979 	 
rs3813948 	 nearest_gene_five_prime_end 	 ENSG00000123843 	 C4BPB 	 -7670 	 
rs3814113 	 nearest_gene_five_prime_end 	 ENSG00000173068 	 BNC2 	 -44179 	 
rs3814219 	 intron_variant 	 ENSG00000107960 	 OBFC1 	 0 	 
rs3814231 	 intron_variant 	 ENSG00000165806 	 CASP7 	 0 	 
rs3814333 	 upstream_gene_variant 	 ENSG00000198756 	 COLGALT2 	 0 	 
rs3815087 	 5_prime_UTR_variant 	 ENSG00000204540 	 PSORS1C1 	 0 	 
rs3815148 	 intron_variant 	 ENSG00000164597 	 COG5 	 0 	 
rs38152 	 nearest_gene_five_prime_end 	 ENSG00000183742 	 MACC1 	 -209452 	 
rs3815700 	 intron_variant 	 ENSG00000105186 	 ANKRD27 	 0 	 
rs3815854 	 nearest_gene_five_prime_end 	 ENSG00000114923 	 SLC4A3 	 -176689 	 
rs3815908 	 intron_variant 	 ENSG00000169393 	 ELSPBP1 	 0 	 
rs3816063 	 intron_variant 	 ENSG00000105339 	 DENND3 	 0 	 
rs3816183 	 missense_variant 	 ENSG00000162882 	 HAAO 	 0 	 
rs3816587 	 nearest_gene_five_prime_end 	 ENSG00000053900 	 ANAPC4 	 -38408 	 
rs3816804 	 intron_variant 	 ENSG00000144785,ENSG00000062485 	 RP11-977G19.10,CS 	 0 	 
rs3816995 	 intron_variant 	 ENSG00000069188 	 SDK2 	 0 	 
rs3817198 	 intron_variant 	 ENSG00000130592 	 LSP1 	 0 	 
rs3817334 	 intron_variant 	 ENSG00000109919 	 MTCH2 	 0 	 
rs3817428 	 missense_variant 	 ENSG00000157766 	 ACAN 	 0 	 
rs3817928 	 intron_variant 	 ENSG00000112414 	 ADGRG6 	 0 	 
rs3817963 	 intron_variant 	 ENSG00000204290 	 BTNL2 	 0 	 
rs381815 	 intron_variant 	 ENSG00000166689 	 PLEKHA7 	 0 	 
rs3818361 	 intron_variant 	 ENSG00000203710 	 CR1 	 0 	 
rs3818638 	 intron_variant 	 ENSG00000119421 	 NDUFA8 	 0 	 
rs3819299 	 nearest_gene_five_prime_end 	 ENSG00000204520 	 MICA 	 -45194 	 
rs3820201 	 nearest_gene_five_prime_end 	 ENSG00000174348 	 PODN 	 -53945 	 
rs3820706 	 nearest_gene_five_prime_end 	 ENSG00000182389 	 CACNB4 	 -1817 	 
rs3820928 	 intron_variant 	 ENSG00000144468 	 RHBDD1 	 0 	 
rs3821236 	 intron_variant 	 ENSG00000138378 	 STAT4 	 0 	 
rs3821396 	 intron_variant 	 ENSG00000151789 	 ZNF385D 	 0 	 
rs382140 	 nearest_gene_five_prime_end 	 ENSG00000091128 	 LAMB4 	 -11398 	 
rs3821819 	 intron_variant 	 ENSG00000073849 	 ST6GAL1 	 0 	 
rs3822072 	 intron_variant 	 ENSG00000138640 	 FAM13A 	 0 	 
rs3822262 	 intron_variant 	 ENSG00000163993 	 S100P 	 0 	 
rs3822625 	 synonymous_variant 	 ENSG00000095015 	 MAP3K1 	 0 	 
rs3822735 	 intron_variant 	 ENSG00000152582 	 SPEF2 	 0 	 
rs3823355 	 nearest_gene_five_prime_end 	 ENSG00000206503 	 HLA-A 	 -32994 	 
rs3823418 	 intron_variant 	 ENSG00000204540 	 PSORS1C1 	 0 	 
rs3824344 	 intron_variant 	 ENSG00000196092 	 PAX5 	 0 	 
rs3824660 	 intron_variant 	 ENSG00000107485 	 GATA3 	 0 	 
rs3824662 	 intron_variant 	 ENSG00000107485 	 GATA3 	 0 	 
rs3824755 	 intron_variant 	 ENSG00000148795 	 CYP17A1 	 0 	 
rs3824789 	 intron_variant 	 ENSG00000187122 	 SLIT1 	 0 	 
rs3824999 	 intron_variant 	 ENSG00000077514 	 POLD3 	 0 	 
rs3825199 	 3_prime_UTR_variant 	 ENSG00000120833 	 SOCS2 	 0 	 
rs3825214 	 intron_variant 	 ENSG00000089225 	 TBX5 	 0 	 
rs3825776 	 nearest_gene_five_prime_end 	 ENSG00000166035 	 LIPC 	 -44061 	 
rs3825807 	 missense_variant 	 ENSG00000136378 	 ADAMTS7 	 0 	 
rs3825932 	 intron_variant 	 ENSG00000103811 	 CTSH 	 0 	 
rs3825942 	 missense_variant 	 ENSG00000129038 	 LOXL1 	 0 	 
rs3826656 	 upstream_gene_variant 	 ENSG00000105383 	 CD33 	 0 	 
rs3826782 	 intron_variant 	 ENSG00000174837 	 ADGRE1 	 0 	 
rs3826795 	 intron_variant 	 ENSG00000124440 	 HIF3A 	 0 	 
rs3827644 	 intron_variant 	 ENSG00000057663 	 ATG5 	 0 	 
rs3827730 	 intron_variant 	 ENSG00000185104 	 FAF1 	 0 	 
rs3827735 	 intron_variant 	 ENSG00000197323 	 TRIM33 	 0 	 
rs3827886 	 intron_variant 	 ENSG00000121316 	 PLBD1 	 0 	 
rs3828309 	 intron_variant 	 ENSG00000085978 	 ATG16L1 	 0 	 
rs3828840 	 intron_variant 	 ENSG00000196126 	 HLA-DRB1 	 0 	 
rs3828890 	 nearest_gene_five_prime_end 	 ENSG00000204516 	 MICB 	 -21989 	 
rs3829251 	 intron_variant 	 ENSG00000172890 	 NADSYN1 	 0 	 
rs38313 	 intron_variant 	 ENSG00000158321 	 AUTS2 	 0 	 
rs383592 	 downstream_gene_variant 	 ENSG00000104312 	 RIPK2 	 0 	 
rs3842770 	 intron_variant 	 ENSG00000129965 	 INS-IGF2 	 0 	 
rs3843306 	 nearest_gene_five_prime_end 	 ENSG00000143032 	 BARHL2 	 -105335 	 
rs3844412 	 nearest_gene_five_prime_end 	 ENSG00000140945 	 CDH13 	 -14075 	 
rs3845441 	 intron_variant 	 ENSG00000198216 	 CACNA1E 	 0 	 
rs3845529 	 intron_variant 	 ENSG00000042781 	 USH2A 	 0 	 
rs3845624 	 nearest_gene_five_prime_end 	 ENSG00000179639 	 FCER1A 	 -41238 	 regulatory
rs3845817 	 nearest_gene_five_prime_end 	 ENSG00000198369 	 SPRED2 	 -98753 	 
rs3845905 	 intron_variant 	 ENSG00000144749 	 LRIG1 	 0 	 
rs384627 	 nearest_gene_five_prime_end 	 ENSG00000170370 	 EMX2 	 -34790 	 
rs3846635 	 intron_variant 	 ENSG00000145681 	 HAPLN1 	 0 	 
rs3846662 	 nearest_gene_five_prime_end 	 ENSG00000113161 	 HMGCR 	 -18929 	 
rs3846663 	 intron_variant 	 ENSG00000113161 	 HMGCR 	 0 	 
rs3847153 	 nearest_gene_five_prime_end 	 ENSG00000070756 	 PABPC1 	 -78118 	 
rs3847375 	 nearest_gene_five_prime_end 	 ENSG00000078114 	 NEBL 	 -104448 	 regulatory
rs3847554 	 nearest_gene_five_prime_end 	 ENSG00000134640 	 MTNR1B 	 -34060 	 
rs3847646 	 upstream_gene_variant 	 ENSG00000181649 	 PHLDA2 	 0 	 
rs3847687 	 intron_variant 	 ENSG00000111452 	 ADGRD1 	 0 	 
rs3847794 	 nearest_gene_five_prime_end 	 ENSG00000136040 	 PLXNC1 	 -13674 	 
rs3848445 	 nearest_gene_five_prime_end 	 ENSG00000125430 	 HS3ST3B1 	 -89620 	 
rs3849046 	 intron_variant 	 ENSG00000120705 	 ETF1 	 0 	 
rs3849150 	 intron_variant 	 ENSG00000128815 	 WDFY4 	 0 	 
rs3849221 	 nearest_gene_five_prime_end 	 ENSG00000130558 	 OLFM1 	 -61587 	 
rs3849491 	 nearest_gene_five_prime_end 	 ENSG00000185008 	 ROBO2 	 -528336 	 
rs3849570 	 intron_variant 	 ENSG00000114480 	 GBE1 	 0 	 
rs3849942 	 downstream_gene_variant 	 ENSG00000147894 	 C9orf72 	 0 	 
rs3849943 	 downstream_gene_variant 	 ENSG00000147894 	 C9orf72 	 0 	 
rs3850370 	 nearest_gene_five_prime_end 	 ENSG00000021645 	 NRXN3 	 -173828 	 
rs3850579 	 nearest_gene_five_prime_end 	 ENSG00000187678 	 SPRY4 	 -158352 	 
rs3850699 	 intron_variant 	 ENSG00000171206 	 TRIM8 	 0 	 
rs3851050 	 nearest_gene_five_prime_end 	 ENSG00000189129 	 PLAC9 	 -9068 	 
rs3851179 	 nearest_gene_five_prime_end 	 ENSG00000074266 	 EED 	 -86946 	 
rs3851228 	 nearest_gene_five_prime_end 	 ENSG00000009413 	 REV3L 	 -43272 	 
rs3851357 	 intron_variant 	 ENSG00000114805 	 PLCH1 	 0 	 
rs3852053 	 3_prime_UTR_variant 	 ENSG00000127241 	 MASP1 	 0 	 
rs3852160 	 nearest_gene_five_prime_end 	 ENSG00000164151 	 ICE1 	 -401869 	 
rs3853240 	 nearest_gene_five_prime_end 	 ENSG00000145934 	 TENM2 	 -393614 	 
rs3853444 	 nearest_gene_five_prime_end 	 ENSG00000164093 	 PITX2 	 -170856 	 
rs3853601 	 intron_variant 	 ENSG00000198563 	 DDX39B 	 0 	 
rs3853750 	 nearest_gene_five_prime_end 	 ENSG00000186952 	 TMEM232 	 -79653 	 
rs3856228 	 nearest_gene_five_prime_end 	 ENSG00000143032 	 BARHL2 	 -64234 	 
rs3857067 	 nearest_gene_five_prime_end 	 ENSG00000163104 	 SMARCAD1 	 -102328 	 
rs3857536 	 nearest_gene_five_prime_end 	 ENSG00000188107 	 EYS 	 -511929 	 
rs3858145 	 nearest_gene_five_prime_end 	 ENSG00000179774 	 ATOH7 	 -19977 	 
rs3858526 	 5_prime_UTR_variant 	 ENSG00000132256 	 TRIM5 	 0 	 
rs385893 	 nearest_gene_five_prime_end 	 ENSG00000147853 	 AK3 	 -21132 	 regulatory
rs3859192 	 intron_variant 	 ENSG00000167914 	 GSDMA 	 0 	 
rs386000 	 nearest_gene_five_prime_end 	 ENSG00000131042,ENSG00000131042 	 LILRB2,LILRB2 	 -7589 	 
rs3864639 	 nearest_gene_five_prime_end 	 ENSG00000135205 	 CCDC146 	 -13160 	 
rs3864663 	 nearest_gene_five_prime_end 	 ENSG00000171033 	 PKIA 	 -748025 	 
rs3865188 	 nearest_gene_five_prime_end 	 ENSG00000140945 	 CDH13 	 -9691 	 regulatory
rs3865444 	 upstream_gene_variant 	 ENSG00000105383 	 CD33 	 0 	 
rs38664 	 nearest_gene_five_prime_end 	 ENSG00000146707 	 POMZP3 	 -134391 	 
rs3867498 	 intron_variant 	 ENSG00000128739 	 SNRPN 	 0 	 
rs3869109 	 nearest_gene_five_prime_end 	 ENSG00000206344 	 HCG27 	 -18658 	 regulatory
rs386965 	 nearest_gene_five_prime_end 	 ENSG00000178573 	 MAF 	 -17929 	 
rs3870371 	 nearest_gene_five_prime_end 	 ENSG00000170961 	 HAS2 	 -43501 	 
rs3883013 	 nearest_gene_five_prime_end 	 ENSG00000176371 	 ZSCAN2 	 -55560 	 
rs3884558 	 nearest_gene_five_prime_end 	 ENSG00000069667 	 RORA 	 -181260 	 
rs38855 	 intron_variant 	 ENSG00000105976 	 MET 	 0 	 
rs3885683 	 intron_variant 	 ENSG00000150672 	 DLG2 	 0 	 
rs3885907 	 intron_variant 	 ENSG00000132965 	 ALOX5AP 	 0 	 
rs3888190 	 upstream_gene_variant 	 ENSG00000196296 	 ATP2A1 	 0 	 
rs3889237 	 intron_variant 	 ENSG00000154229 	 PRKCA 	 0 	 
rs3889277 	 intron_variant 	 ENSG00000149021 	 SCGB1A1 	 0 	 
rs3890182 	 intron_variant 	 ENSG00000165029 	 ABCA1 	 0 	 
rs3890324 	 intron_variant 	 ENSG00000196090 	 PTPRT 	 0 	 
rs38904 	 nearest_gene_five_prime_end 	 ENSG00000105989 	 WNT2 	 -70497 	 
rs3890745 	 intron_variant 	 ENSG00000142606 	 MMEL1 	 0 	 
rs3891355 	 nearest_gene_five_prime_end 	 ENSG00000111783 	 RFX4 	 -25990 	 
rs3891585 	 intron_variant 	 ENSG00000143995 	 MEIS1 	 0 	 
rs3892630 	 nearest_gene_five_prime_end 	 ENSG00000213965 	 NUDT19 	 -1383 	 
rs3892715 	 nearest_gene_five_prime_end 	 ENSG00000173950 	 XXYLT1 	 -233886 	 
rs3893319 	 intron_variant 	 ENSG00000185436 	 IFNLR1 	 0 	 
rs3893377 	 nearest_gene_five_prime_end 	 ENSG00000109743 	 BST1 	 -37555 	 
rs3893464 	 nearest_gene_five_prime_end 	 ENSG00000206503 	 HLA-A 	 -26172 	 
rs3894194 	 missense_variant 	 ENSG00000167914 	 GSDMA 	 0 	 
rs3894944 	 nearest_gene_five_prime_end 	 ENSG00000184985 	 SORCS2 	 -34563 	 
rs3896439 	 nearest_gene_five_prime_end 	 ENSG00000196581 	 AJAP1 	 -46122 	 
rs3897478 	 downstream_gene_variant 	 ENSG00000134250 	 NOTCH2 	 0 	 
rs389884 	 nearest_gene_five_prime_end 	 ENSG00000204348 	 DXO 	 -827 	 
rs38989 	 nearest_gene_five_prime_end 	 ENSG00000130226 	 DPP6 	 -5766 	 
rs3899697 	 intron_variant 	 ENSG00000182348 	 ZNF804B 	 0 	 
rs3902035 	 intron_variant 	 ENSG00000111860 	 CEP85L 	 0 	 
rs3902354 	 downstream_gene_variant 	 ENSG00000134222,ENSG00000143126 	 PSRC1,CELSR2 	 0 	 
rs3903072 	 nearest_gene_five_prime_end 	 ENSG00000172803 	 SNX32 	 -18046 	 
rs3903239 	 nearest_gene_five_prime_end 	 ENSG00000116132 	 PRRX1 	 -62552 	 
rs3903703 	 nearest_gene_five_prime_end 	 ENSG00000172296 	 SPTLC3 	 -43664 	 
rs3905000 	 intron_variant 	 ENSG00000165029 	 ABCA1 	 0 	 
rs3905075 	 intron_variant 	 ENSG00000204442 	 FAM155A 	 0 	 
rs3905706 	 intron_variant 	 ENSG00000150054 	 MPP7 	 0 	 
rs390966 	 nearest_gene_five_prime_end 	 ENSG00000258881 	 AC007040.11 	 -33224 	 
rs391023 	 upstream_gene_variant 	 ENSG00000140968 	 IRF8 	 0 	 
rs391300 	 intron_variant 	 ENSG00000167720 	 SRR 	 0 	 
rs391317 	 nearest_gene_five_prime_end 	 ENSG00000175097 	 RAG2 	 -392707 	 
rs3913363 	 nearest_gene_five_prime_end 	 ENSG00000186329 	 TMEM212 	 -92763 	 
rs3914132 	 intron_variant 	 ENSG00000189056 	 RELN 	 0 	 
rs3914188 	 3_prime_UTR_variant 	 ENSG00000145194 	 ECE2 	 0 	 
rs3914785 	 nearest_gene_five_prime_end 	 ENSG00000101574 	 METTL4 	 -119331 	 
rs391525 	 intron_variant 	 ENSG00000140968 	 IRF8 	 0 	 
rs3916 	 3_prime_UTR_variant 	 ENSG00000122971 	 ACADS 	 0 	 
rs3916164 	 nearest_gene_five_prime_end 	 ENSG00000090621 	 PABPC4 	 -27476 	 
rs3916765 	 nearest_gene_five_prime_end 	 ENSG00000237541 	 HLA-DQA2 	 -23569 	 
rs391760 	 nearest_gene_five_prime_end 	 ENSG00000145817 	 YIPF5 	 -138933 	 
rs3919627 	 intron_variant 	 ENSG00000240747,ENSG00000180432 	 KRBOX1,CYP8B1 	 0 	 
rs3920498 	 nearest_gene_five_prime_end 	 ENSG00000162552 	 WNT4 	 -22424 	 
rs3922435 	 intron_variant 	 ENSG00000132965 	 ALOX5AP 	 0 	 
rs3922844 	 intron_variant 	 ENSG00000183873 	 SCN5A 	 0 	 
rs3923113 	 nearest_gene_five_prime_end 	 ENSG00000115290 	 GRB14 	 -23490 	 
rs3923518 	 downstream_gene_variant 	 ENSG00000168356 	 SCN11A 	 0 	 
rs3923564 	 intron_variant 	 ENSG00000133661 	 SFTPD 	 0 	 
rs3923809 	 intron_variant 	 ENSG00000183826 	 BTBD9 	 0 	 
rs3924048 	 nearest_gene_five_prime_end 	 ENSG00000162496 	 DHRS3 	 -62913 	 
rs3924426 	 intron_variant 	 ENSG00000176463 	 SLCO3A1 	 0 	 
rs3925075 	 downstream_gene_variant 	 ENSG00000169896 	 ITGAM 	 0 	 
rs3925584 	 nearest_gene_five_prime_end 	 ENSG00000066382 	 MPPED2 	 -151915 	 
rs3930234 	 intron_variant 	 ENSG00000145191 	 EIF2B5 	 0 	 
rs3931020 	 downstream_gene_variant 	 ENSG00000162623 	 TYW3 	 0 	 
rs3931397 	 intron_variant 	 ENSG00000151623 	 NR3C2 	 0 	 
rs393152 	 nearest_gene_five_prime_end 	 ENSG00000120088 	 CRHR1 	 -142480 	 
rs3934007 	 nearest_gene_five_prime_end 	 ENSG00000166682 	 TMPRSS5 	 -38015 	 regulatory
rs3934285 	 nearest_gene_five_prime_end 	 ENSG00000187733 	 AMY1C 	 -305912 	 
rs3934467 	 intron_variant 	 ENSG00000198929 	 NOS1AP 	 0 	 
rs3934834 	 downstream_gene_variant 	 ENSG00000237330 	 RNF223 	 0 	 
rs3934861 	 intron_variant 	 ENSG00000142661 	 MYOM3 	 0 	 
rs3935740 	 intron_variant 	 ENSG00000188869 	 TMC3 	 0 	 
rs3936060 	 nearest_gene_five_prime_end 	 ENSG00000168916 	 ZNF608 	 -262587 	 regulatory
rs3936340 	 intron_variant 	 ENSG00000169393 	 ELSPBP1 	 0 	 
rs3942852 	 intron_variant 	 ENSG00000149177 	 PTPRJ 	 0 	 
rs3943077 	 nearest_gene_five_prime_end 	 ENSG00000120008 	 WDR11 	 -334396 	 
rs39453 	 nearest_gene_five_prime_end 	 ENSG00000172115 	 CYCS 	 -31131 	 regulatory
rs3950186 	 nearest_gene_five_prime_end 	 ENSG00000111863 	 ADTRP 	 -4034 	 
rs3951439 	 intron_variant 	 ENSG00000139610 	 CELA1 	 0 	 
rs396045 	 nearest_gene_five_prime_end 	 ENSG00000040731 	 CDH10 	 -1196525 	 
rs397020 	 upstream_gene_variant 	 ENSG00000244588 	 RAD21L1 	 0 	 
rs397969 	 nearest_gene_five_prime_end 	 ENSG00000083290 	 ULK2 	 -32997 	 
rs3981351 	 5_prime_UTR_variant 	 ENSG00000148735 	 PLEKHS1 	 0 	 
rs398426 	 nearest_gene_five_prime_end 	 ENSG00000153885 	 KCTD15 	 -34419 	 
rs39861 	 intron_variant 	 ENSG00000069020 	 MAST4 	 0 	 
rs398652 	 nearest_gene_five_prime_end 	 ENSG00000139946 	 PELI2 	 -58963 	 
rs3995090 	 intron_variant 	 ENSG00000164270 	 HTR4 	 0 	 
rs399593 	 intron_variant 	 ENSG00000151033 	 LYZL2 	 0 	 
rs399604 	 nearest_gene_five_prime_end 	 ENSG00000204256 	 BRD2 	 -29396 	 
rs399885 	 intron_variant 	 ENSG00000066032 	 CTNNA2 	 0 	 
rs400028 	 nearest_gene_five_prime_end 	 ENSG00000080709 	 KCNN2 	 -152651 	 
rs4006360 	 intron_variant 	 ENSG00000240871 	 KRTAP4-7 	 0 	 
rs4006531 	 nearest_gene_five_prime_end 	 ENSG00000173334 	 TRIB1 	 -424939 	 
rs400824 	 nearest_gene_five_prime_end 	 ENSG00000205189 	 ZBTB10 	 -40152 	 
